,First,Last,Nickname,Stance,Belt,height,reach,weight,win,lose,draw,total_fights,fighters_id
1301,Marcelo,Golm,,Orthodox,,190.5,190.5,112.944,6,3,0,9,FIG3133
1302,Denise,Gomes,Dee,Orthodox,,157.48000000000002,160.02,52.163,8,2,0,10,FIG3076
1303,Sergio,Gomez,,Orthodox,,167.64000000000001,,70.307,10,3,0,13,FIG2437
1304,Frank,Gomez,,Orthodox,,177.8,170.18,61.235,10,6,0,16,FIG2000
1305,Alan,Gomez,,,,,,70.307,2,0,0,2,FIG3938
1306,David,Gomez,,,,,,70.307,1,2,0,3,FIG3921
1307,Ulysses,Gomez,Useless,Orthodox,,167.64000000000001,,56.699,9,5,0,14,FIG2393
1308,Joey,Gomez,KO King,Orthodox,,177.8,185.42000000000002,61.235,6,2,0,8,FIG3324
1309,Luis,Gomez,Tiger Junior,Orthodox,,170.18,172.72,65.771,4,1,0,5,FIG3729
1310,Joey,Gomez,,Orthodox,,177.8,180.34,70.307,7,1,0,8,FIG3320
1311,Edson,Gomez,,Switch,,172.72,175.26,77.111,6,2,0,8,FIG3319
1312,Silvana,Gomez Juarez,La Malvada,Orthodox,,160.02,165.1,52.163,11,5,0,16,FIG2034
1313,Takanori,Gomi,The Fireball Kid,Southpaw,,170.18,177.8,70.307,35,14,0,49,FIG0104
1314,William,Gomis,Jaguar,Southpaw,,182.88,185.42000000000002,65.771,13,2,0,15,FIG2122
1315,Akihiro,Gono,,Switch,,170.18,172.72,77.111,35,21,8,64,FIG0030
1316,Gabriel,Gonzaga,Napao,Orthodox,,187.96,193.04,109.769,17,11,0,28,FIG0697
1317,Justin,Gonzales,J-Train,Orthodox,,175.26,182.88,65.771,6,0,0,6,FIG3579
1318,Fernando,Gonzalez,The Menifee Maniac,Southpaw,,175.26,172.72,77.111,26,14,0,40,FIG0237
1319,Nick,Gonzalez,The Ghost,Orthodox,,167.64000000000001,,70.307,17,12,0,29,FIG0646
1320,Fabian,Gonzalez,,,,177.8,,61.235,2,1,0,3,FIG3866
1321,Lewis,Gonzalez,Lethal,Orthodox,,177.8,,77.111,11,3,0,14,FIG2364
1322,Jason,Gonzalez,Nicoya,Southpaw,,187.96,187.96,70.307,11,5,0,16,FIG2035
1323,Pearl,Gonzalez,,Orthodox,,162.56,,52.163,6,3,0,9,FIG3143
1324,Jorge,Gonzalez,Street,Orthodox,,187.96,193.04,92.986,16,4,0,20,FIG1461
1325,Mikey,Gonzalez,Rolls,Orthodox,,180.34,187.96,70.307,7,2,0,9,FIG3138
1326,Erick,Gonzalez,The Ghost Pepper,Orthodox,,180.34,190.5,70.307,14,8,0,22,FIG1178
1327,Jennifer,Gonzalez,Jefa,,,157.48000000000002,,56.699,13,5,0,18,FIG1673
1328,Kier,Gooch,,,,,,70.307,2,7,0,9,FIG3136
1329,Lyman,Good,Cyborg,Orthodox,,182.88,187.96,77.111,21,6,0,27,FIG0832
1330,Jared,Gooden,NiteTrain,Orthodox,,182.88,195.58,77.111,22,9,0,31,FIG0552
1331,Gary,Goodridge,Big Daddy,Orthodox,,190.5,,112.944,23,22,1,46,FIG0152
1332,Jordan,Goodwin,,,,,,70.307,0,0,0,0,FIG4099
1333,Gerard,Gordeau,,Orthodox,,195.57999999999998,,97.976,2,2,0,4,FIG3798
1334,Eddie,Gordon,Truck,Orthodox,,182.88,193.04,83.915,8,4,0,12,FIG2579
1335,Jared,Gordon,Flash,Orthodox,,175.26,172.72,70.307,19,6,0,25,FIG0971
1336,Tebaris,Gordon,Boom,Orthodox,,185.42,,120.202,3,1,0,4,FIG3795
1337,Malcolm,Gordon,X,Switch,,170.18,180.34,56.699,14,7,0,21,FIG1310
1338,Tresean,Gore,Mr. Vicious,Switch,,182.88,190.5,83.915,5,2,0,7,FIG3500
1339,Alex,Gorgees,Hitman,Switch,,187.96,187.96,70.307,6,1,0,7,FIG3499
1340,Themba,Gorimbo,The Answer,Orthodox,,185.42,195.58,77.111,11,4,0,15,FIG2109
1341,Tim,Gorman,The Psycho,Southpaw,,165.1,,61.235,9,4,0,13,FIG2440
1342,Chase,Gormley,,Orthodox,,190.5,,120.202,14,6,0,20,FIG1459
1343,Jonathan,Goulet,The Road Warrior,Orthodox,,182.88,185.42000000000002,77.111,23,12,0,35,FIG0347
1344,Thibault,Gouti,GT,Orthodox,,177.8,182.88,70.307,12,5,0,17,FIG1854
1345,Wilson,Gouveia,,Orthodox,,185.42,193.04,83.915,14,8,0,22,FIG1180
1346,Todd,Gouwenberg,,Orthodox,,185.42,,92.986,9,5,0,14,FIG2276
1347,Hugo,Govea,,,,,,,0,1,0,1,FIG4042
1348,Justin,Governale,The Therapist,,,,,65.771,5,5,0,10,FIG3032
1349,Damian,Grabowski,The Polish Pitbull,Orthodox,,185.42,190.5,109.316,20,5,0,25,FIG0968
1350,Royce,Gracie,,Southpaw,,185.42,,79.379,15,2,3,20,FIG1470
1351,Crosley,Gracie,,Orthodox,,175.26,,86.182,2,2,0,4,FIG3801
1352,Daniel,Gracie,,Orthodox,,187.96,,102.058,5,4,1,10,FIG3028
1353,Ralph,Gracie,,Orthodox,,175.26,,83.007,6,1,0,7,FIG3497
1354,Renzo,Gracie,,Orthodox,,177.8,,83.915,13,7,1,21,FIG1356
1355,Rickson,Gracie,,Switch,,177.8,,83.915,11,0,0,11,FIG2924
1356,Rodrigo,Gracie,,Orthodox,,182.88,,83.007,6,2,1,9,FIG3154
1357,Royler,Gracie,,Southpaw,,172.72,,68.039,5,5,1,11,FIG2921
1358,Ryan,Gracie,,Orthodox,,175.26,,90.718,5,2,0,7,FIG3495
1359,Ralek,Gracie,,Orthodox,,187.96,,95.254,3,1,0,4,FIG3802
1360,Rolles,Gracie,,Orthodox,,193.04,,109.769,8,4,0,12,FIG2590
1361,Cesar,Gracie,,Orthodox,,177.8,,82.1,0,1,0,1,FIG4047
1362,Roger,Gracie,,Orthodox,,193.04,200.66,83.915,8,2,0,10,FIG3063
1363,Igor,Gracie,,,,180.34,,77.111,5,4,0,9,FIG3125
1364,Neiman,Gracie,,,,182.88,,77.111,6,0,0,6,FIG3586
1365,Kron,Gracie,,Southpaw,,175.26,177.8,65.771,5,2,0,7,FIG3516
1366,Bogdan,Grad,The Unleashed,Orthodox,,172.72,177.8,70.307,11,2,0,13,FIG2507
1367,Steven,Graham,,Orthodox,,185.42,,131.542,2,1,0,3,FIG3852
1368,Scott,Graham,,Orthodox,,193.04,,83.915,3,1,0,4,FIG3809
1369,Miranda,Granger,Danger,Orthodox,,170.18,172.72,52.163,7,3,0,10,FIG3023
1370,TJ,Grant,,Orthodox,,177.8,182.88,70.307,21,5,0,26,FIG0865
1371,Davey,Grant,Dangerous,Orthodox,,172.72,175.26,61.235,15,7,0,22,FIG1205
1372,Dwight,Grant,The Body Snatcher,Switch,,185.42,193.04,83.915,11,6,0,17,FIG1803
1373,Alexa,Grasso,,Orthodox,,165.1,167.64000000000001,56.699,16,3,1,20,FIG1586
1374,Tony,Gravely,,Orthodox,,165.1,175.26,61.235,23,9,0,32,FIG0483
1375,Michael,Graves,,Orthodox,,177.8,180.34,77.111,6,0,1,7,FIG3496
1376,Shelton,Graves,The Gravedigger,Southpaw,,187.96,193.04,115.666,7,3,0,10,FIG3065
1377,James,Gray,The Phenom,Orthodox,,175.26,,61.235,4,1,0,5,FIG3760
1378,Kevin,Gray,Pocket Herc,Orthodox,,162.56,170.18,56.699,9,4,0,13,FIG2530
1379,Sam,Greco,,Orthodox,,187.96,,92.986,3,1,1,5,FIG3758
1380,Bobby,Green,King,Orthodox,,177.8,180.34,70.307,30,14,1,45,FIG0159
1381,Desmond,Green,The Predator,Southpaw,,177.8,185.42000000000002,70.307,23,8,0,31,FIG0564
1382,Gabe,Green,Gifted,Switch,,177.8,185.42000000000002,77.111,11,5,0,16,FIG2073
1383,Maurice,Greene,The Crochet Boss,Orthodox,,200.66,203.2,117.027,9,7,0,16,FIG2074
1384,Matt,Grice,The Real One,Orthodox,,172.72,177.8,65.771,15,5,0,20,FIG1486
1385,Forrest,Griffin,,Orthodox,,190.5,195.58,92.986,19,7,0,26,FIG0861
1386,Tyson,Griffin,,Orthodox,,167.64000000000001,172.72,65.771,16,8,0,24,FIG1032
1387,Max,Griffin,Pain,Orthodox,,180.34,193.04,77.111,19,10,0,29,FIG0684
1388,Jordan,Griffin,Native Psycho,Southpaw,,177.8,185.42000000000002,65.771,18,9,0,27,FIG0796
1389,Chad,Griggs,The Grave Digger,Orthodox,,185.42,185.42000000000002,92.986,11,3,0,14,FIG2261
1390,Charalampos,Grigoriou,Ferocious,Orthodox,,170.18,170.18,61.235,8,3,0,11,FIG2855
1391,Chuck,Grigsby,The Reverend,Orthodox,,198.12,,92.986,23,10,0,33,FIG0472
1392,Rodrigo,Gripp de Sousa,Riscado,Orthodox,,180.34,,92.986,7,9,0,16,FIG2082
1393,Maxim,Grishin,Maximus,Orthodox,,190.5,198.12,92.986,32,10,2,44,FIG0179
1394,Josh,Grispi,The Fluke,Orthodox,,180.34,187.96,65.771,14,5,0,19,FIG1574
1395,Garrett,Gross,,Orthodox,,175.26,,70.307,11,7,0,18,FIG1642
1396,Kendall,Grove,Da Spyder,Orthodox,,198.12,200.66,83.915,23,17,0,40,FIG0243
1397,Neil,Grove,Goliath,Orthodox,,198.12,,120.202,12,8,1,21,FIG1390
1398,Chris,Gruetzemacher,Gritz,Orthodox,,172.72,172.72,70.307,15,5,0,20,FIG1483
1399,Vik,Grujic,The Spartan,Orthodox,,180.34,185.42000000000002,77.111,6,6,0,12,FIG2624
1400,Mike,Grundy,,Orthodox,,170.18,182.88,65.771,12,4,0,16,FIG2081
1401,Wang,Guan,The Dongbei Tiger,Orthodox,,175.26,180.34,65.771,20,1,1,22,FIG1191
1402,Nandor,Guelmino,The Hun,,,190.5,,104.326,11,5,1,17,FIG1785
1403,Fabricio,Guerreiro,,,,177.8,,65.771,21,5,0,26,FIG0873
1404,Rainn,Guerrero,Purple Rainn,Orthodox,,167.64000000000001,165.1,56.699,5,2,0,7,FIG3506
1405,Shannon,Gugerty,,Orthodox,,177.8,180.34,70.307,15,7,0,22,FIG1194
1406,Clay,Guida,The Carpenter,Orthodox,,170.18,177.8,70.307,38,20,0,58,FIG0044
1407,Jason,Guida,,,,177.8,,97.069,19,28,0,47,FIG0129
1408,Melvin,Guillard,The Young Assassin,Orthodox,,175.26,180.34,70.307,32,18,2,52,FIG0090
1409,Chris,Guillen,,Orthodox,,182.88,,108.862,13,16,0,29,FIG0660
1410,Marcelo,Guimaraes,Magrao,Orthodox,,182.88,185.42000000000002,83.915,9,2,1,12,FIG2621
1411,Leonardo,Guimaraes,Leleco,Orthodox,,182.88,,83.915,11,5,0,16,FIG2072
1412,Brad,Gumm,,Orthodox,,180.34,,77.111,10,6,1,17,FIG1783
1413,John,Gunderson,Quick Guns,Orthodox,,175.26,175.26,70.307,35,16,2,53,FIG0076
1414,John,Gunther,The Machine,Orthodox,,175.26,182.88,70.307,5,1,0,6,FIG3590
1415,Jorge,Gurgel,,Orthodox,,170.18,175.26,70.307,14,10,0,24,FIG1044
1416,Fabio,Gurgel,,Orthodox,,182.88,,92.986,3,2,0,5,FIG3757
1417,Bogdan,Guskov,Czarevitch,Orthodox,,190.5,193.04,92.986,14,3,0,17,FIG1808
1418,Gugun,Gusman,The Tiger,Orthodox,,170.18,172.72,61.235,8,4,0,12,FIG2619
1419,Andre,Gusmao,,Orthodox,,182.88,,92.986,6,3,0,9,FIG3222
1420,Alexander,Gustafsson,The Mauler,Orthodox,,195.57999999999998,200.66,92.986,18,8,0,26,FIG0879
1421,Justin,Guthrie,,,,185.42,,77.111,18,9,0,27,FIG0803
1422,Horacio,Gutierrez,The Punisher,,,177.8,,65.771,4,3,0,7,FIG3517
1423,Chris,Gutierrez,El Guapo,Orthodox,,175.26,170.18,61.235,19,4,2,25,FIG0969
1424,Mando,Gutierrez,El Toro,Southpaw,,167.64000000000001,177.8,61.235,7,2,0,9,FIG3226
1425,Mike,Guymon,The Joker,Orthodox,,182.88,187.96,77.111,15,6,1,22,FIG1201
1426,Chelsea,Hackett,Hammer,Switch,,162.56,167.64000000000001,56.699,3,1,1,5,FIG3755
1427,Keith,Hackney,The Giant Killer,Sideways,,180.34,,90.718,2,2,0,4,FIG3789
1428,Jake,Hadley,White Kong,Southpaw,,170.18,177.8,56.699,10,2,0,12,FIG2616
1429,Steve,Hadsel,,,,172.72,,77.111,3,0,0,3,FIG3877
1430,Damir,Hadzovic,The Bosnian Bomber,Orthodox,,175.26,177.8,70.307,14,7,0,21,FIG1401
1431,Bassil,Hafez,The Habibi,Orthodox,,180.34,182.88,77.111,8,4,1,13,FIG2469
1432,Tim,Hague,The Trashing Machine,Orthodox,,193.04,193.04,117.934,21,13,0,34,FIG0389
1433,Yazan,Hajeh,Yazzle Dazzle,Orthodox,,175.26,,65.771,6,1,0,7,FIG3511
1434,Stoney,Hale,The Skuller,,,182.88,,,5,3,0,8,FIG3359
1435,Kevin,Haley,The North Woods Nightmare,,,187.96,,92.986,6,4,0,10,FIG3071
1436,Mark,Hall,,Orthodox,,182.88,,86.182,5,6,0,11,FIG2833
1437,Uriah,Hall,Prime Time,Orthodox,,182.88,200.66,83.915,18,11,0,29,FIG0668
1438,Ryan,Hall,The Wizard,Southpaw,,177.8,177.8,65.771,9,2,0,11,FIG2832
1439,Dennis,Hallman,Superman,Orthodox,,175.26,182.88,70.307,53,20,2,75,FIG0016
1440,Piotr,Hallmann,Pletwal,Orthodox,,175.26,180.34,70.307,18,6,0,24,FIG1026
1441,Tony,Halme,,Orthodox,,190.5,,136.078,0,4,0,4,FIG3773
1442,Brandon,Halsey,Bull,,,182.88,,83.915,9,3,0,12,FIG2608
1443,John,Halverson,The Hurricane,Southpaw,,175.26,,70.307,16,8,0,24,FIG1048
1444,Seo Hee,Ham,,Southpaw,,157.48000000000002,157.48,52.163,17,8,0,25,FIG0954
1445,Frank,Hamaker,,,,,,,1,0,0,1,FIG4059
1446,Kazuhiro,Hamanaka,,Southpaw,,182.88,,83.915,5,7,1,13,FIG2456
1447,Rami,Hamed,,,,,,77.111,12,3,0,15,FIG2116
1448,Matt,Hamill,The Hammer,Orthodox,,185.42,193.04,92.986,12,8,0,20,FIG1475
1449,Jeremy,Hamilton,Hawk,,,,,83.915,9,2,0,11,FIG2861
1450,Anthony,Hamilton,Freight Train,Orthodox,,195.57999999999998,193.04,117.934,15,9,0,24,FIG1058
1451,CJ,Hamilton,The Autobot,Switch,,170.18,172.72,56.699,11,4,0,15,FIG2117
1452,Jared,Hamman,The Messenger,Orthodox,,190.5,190.5,83.915,14,6,0,20,FIG1474
1453,James,Hammortree,The Sledge,Orthodox,,190.5,,83.915,6,3,0,9,FIG3184
1454,Dean,Hancock,The Hammer,,,,,70.307,2,1,0,3,FIG3875
1455,Chad,Hanekom,Superman,Orthodox,,193.04,187.96,83.915,9,3,0,12,FIG2575
1456,Joachim,Hansen,Hellboy,Southpaw,,170.18,,68.039,23,14,1,38,FIG0285
1457,Kay,Hansen,,Orthodox,,157.48000000000002,160.02,52.163,7,6,0,13,FIG2466
1458,Nasrat,Haqparast,,Southpaw,,177.8,182.88,70.307,15,5,0,20,FIG1509
1459,Shin,Haraguchi,,Switch,,167.64000000000001,172.72,70.307,7,0,0,7,FIG3446
1460,Janay,Harding,Hollowpoint,,,,,61.235,2,3,0,5,FIG3771
1461,Antoni,Hardonk,,Orthodox,,193.04,198.12,111.13,8,6,0,14,FIG2305
1462,George,Hardwick,King,Orthodox,,177.8,182.88,70.307,12,2,0,14,FIG2306
1463,Dan,Hardy,The Outlaw,Orthodox,,182.88,187.96,77.111,25,10,0,35,FIG0372
1464,Veronica,Hardy,,Southpaw,,162.56,162.56,56.699,7,4,1,12,FIG2571
1465,Greg,Hardy,Prince of War,Orthodox,,195.57999999999998,203.2,120.202,7,5,0,12,FIG2572
1466,Tobias,Harila,Bad Intention,,,,,,12,3,0,15,FIG2118
1467,Baru,Harn,Seiryu,,,,,120.202,1,2,0,3,FIG3873
1468,Scott,Harper,,Orthodox,,182.88,,83.915,12,7,0,19,FIG1527
1469,Josiah,Harrell,Muscle Hamster,Southpaw,,170.18,172.72,77.111,7,0,0,7,FIG3394
1470,Gerry,Harris,,Orthodox,,203.2,,122.47,1,4,0,5,FIG3769
1471,Gerald,Harris,,Southpaw,,180.34,195.58,83.915,23,5,0,28,FIG0728
1472,Phil,Harris,Billy,Orthodox,,162.56,165.1,56.699,22,12,0,34,FIG0387
1473,Walt,Harris,The Big Ticket,Southpaw,,195.57999999999998,195.58,113.398,13,10,0,23,FIG1117
1474,Dhafir,Harris,Dada 5000,,,,,116.573,2,0,0,2,FIG3983
1475,Trevor,Harris,,,,167.64000000000001,,65.771,2,2,0,4,FIG3777
1476,Carlston,Harris,Mocambique,Orthodox,,182.88,193.04,77.111,19,5,0,24,FIG1022
1477,Collin,Hart,,Orthodox,,185.42,,83.915,6,3,1,10,FIG3095
1478,Dale,Hartt,,Orthodox,,177.8,175.26,70.307,6,3,0,9,FIG3169
1479,Luke,Hartwig,,,,,,,0,1,0,1,FIG4061
1480,Clay,Harvison,Bushwacker,Orthodox,,185.42,187.96,77.111,13,6,0,19,FIG1519
1481,Hidehiko,Hasegawa,,,,175.26,,77.111,19,20,6,45,FIG0176
1482,Chris,Haseman,The Hammer,Orthodox,,180.34,,92.986,20,17,0,37,FIG0310
1483,Takayo,Hashi,,Orthodox,,162.56,,61.235,15,6,1,22,FIG1183
1484,Tomohiko,Hashimoto,,Orthodox,,182.88,,113.398,1,4,0,5,FIG3770
1485,Justin,Haskins,,Orthodox,,177.8,,77.111,7,6,0,13,FIG2490
1486,Hayder,Hassan,Hulk,,,177.8,,77.111,6,3,0,9,FIG3187
1487,Ahmad,Hassanzada,Lion of the Ring,Orthodox,,185.42,190.5,70.307,10,2,0,12,FIG2740
1488,Daiki,Hata,DJ Taiki,Orthodox,,167.64000000000001,,63.049,17,11,7,35,FIG0379
1489,John,Hathaway,The Hitman,Orthodox,,185.42,190.5,77.111,17,2,0,19,FIG1529
1490,Phil,Hawes,No Hype,Orthodox,,182.88,195.58,83.915,12,5,0,17,FIG1851
1491,Justin,Hawes,The Hawk,,,180.34,,92.986,6,9,0,15,FIG2121
1492,Chris,Hawk,,,,185.42,,92.986,5,10,0,15,FIG2142
1493,Del,Hawkins,The Filipino Delight,Orthodox,,165.1,,61.235,22,17,0,39,FIG0265
1494,Tommy,Hayden,Wild Card,Southpaw,,175.26,,65.771,11,3,0,14,FIG2311
1495,Mike,Hayes,,Orthodox,,193.04,,104.326,20,12,2,34,FIG0409
1496,Ryan,Hayes,,,,,,,7,6,0,13,FIG2556
1497,Gerric,Hayes,,,,177.8,,,8,11,0,19,FIG1541
1498,Josh,Haynes,Bring the Pain,Orthodox,,175.26,,77.111,14,11,0,25,FIG0960
1499,Dustin,Hazelett,McLovin,Orthodox,,185.42,193.04,77.111,12,7,0,19,FIG1538
1500,James,Head,,Orthodox,,185.42,185.42000000000002,77.111,9,4,0,13,FIG2531
1501,Pat,Healy,Bam Bam,Orthodox,,182.88,182.88,70.307,34,23,0,57,FIG0045
1502,Ryan,Healy,The Irish Assassin,Orthodox,,185.42,,70.307,25,14,1,40,FIG0241
1503,Spencer,Hearns,,,,180.34,,83.915,1,0,0,1,FIG4056
1504,David,Heath,,Orthodox,,180.34,182.88,92.986,18,7,0,25,FIG0955
1505,Chris,Heatherly,Stump,Orthodox,,175.26,,70.307,9,4,0,13,FIG2549
1506,Jake,Hecht,Hitman,Orthodox,,182.88,185.42000000000002,77.111,11,4,0,15,FIG2166
1507,Nick,Hein,Sergeant,Southpaw,,167.64000000000001,167.64000000000001,70.307,14,5,0,19,FIG1534
1508,Ian,Heinisch,The Hurricane,Orthodox,,180.34,182.88,83.915,14,5,0,19,FIG1528
1509,Marcin,Held,,Orthodox,,175.26,180.34,70.307,23,7,0,30,FIG0594
1510,Delson,Heleno,Pe De Chumbo,Orthodox,,180.34,,83.915,29,10,0,39,FIG0259
1511,Matt,Helm,,,,,,70.307,1,1,0,2,FIG3981
1512,Elisha,Helsper,Knuckles,Orthodox,,167.64000000000001,,61.235,0,4,0,4,FIG3787
1513,Dan,Henderson,Hendo,Orthodox,,180.34,187.96,83.915,32,15,0,47,FIG0138
1514,Benson,Henderson,Smooth,Southpaw,,175.26,177.8,77.111,24,7,0,31,FIG0571
1515,Ron,Henderson,,,,177.8,,56.699,4,3,0,7,FIG3398
1516,Josh,Hendricks,,Southpaw,,187.96,,106.594,19,11,0,30,FIG0581
1517,Johny,Hendricks,Bigg Rigg,Southpaw,,175.26,175.26,83.915,18,8,0,26,FIG0855
1518,Cory,Hendricks,,,,190.5,,92.986,3,1,0,4,FIG3781
1519,Luis,Henrique,KLB,Orthodox,,187.96,187.96,110.223,10,5,0,15,FIG2167
1520,Jose,Henrique,Canela,Orthodox,,190.5,200.66,77.111,5,1,0,6,FIG3663
1521,Diego,Henrique da Silva,Gaucho,Orthodox,,187.96,,83.915,8,4,0,12,FIG2739
1522,Danny,Henry,The Hatchet,Orthodox,,182.88,185.42000000000002,65.771,12,4,0,16,FIG2054
1523,Victor,Henry,La Mangosta,Switch,,170.18,172.72,61.235,23,6,0,29,FIG0653
1524,TJ,Hepburn,The Carnivore,,,170.18,,70.307,4,2,0,6,FIG3660
1525,Jai,Herbert,Black Country Banger,Orthodox,,185.42,195.58,70.307,12,5,1,18,FIG1713
1526,Ed,Herman,Short Fuse,Orthodox,,185.42,195.58,92.986,27,16,0,43,FIG0193
1527,Dave,Herman,,Orthodox,,193.04,195.58,109.769,22,6,0,28,FIG0752
1528,Jack,Hermansson,The Joker,Orthodox,,185.42,195.58,83.915,23,8,0,31,FIG0559
1529,Noe,Hernandez,,Orthodox,,,,,5,5,0,10,FIG3056
1530,Joe,Hernandez,,,,,,,0,1,0,1,FIG4050
1531,Ramiro,Hernandez,Junior,Orthodox,,175.26,,61.235,19,9,0,28,FIG0748
1532,Alexander,Hernandez,The Great Ape,Orthodox,,175.26,182.88,65.771,14,6,0,20,FIG1514
1533,Anthony,Hernandez,Fluffy,Orthodox,,182.88,190.5,83.915,11,2,0,13,FIG2454
1534,Nohelin,Hernandez,Suave,Orthodox,,177.8,180.34,61.235,9,4,0,13,FIG2452
1535,Carlos,Hernandez,,Orthodox,,172.72,170.18,56.699,9,2,0,11,FIG2848
1536,Paul,Herrera,The Bone Crusher,Orthodox,,177.8,,83.915,1,1,0,2,FIG3970
1537,Chris,Herrera,The Crusher,,,177.8,,83.915,3,2,1,6,FIG3648
1538,Geane,Herrera,La Pulga,Orthodox,,165.1,167.64000000000001,56.699,9,3,0,12,FIG2732
1539,Alvaro,Herrera Mendoza,Chango,Orthodox,,182.88,187.96,70.307,9,6,0,15,FIG2168
1540,Felice,Herrig,Lil Bulldog,Orthodox,,162.56,165.1,52.163,14,10,0,24,FIG0980
1541,Heath,Herring,The Texas Crazy Horse,Orthodox,,193.04,198.12,113.398,28,16,0,44,FIG0185
1542,Jon,Hess,,,,200.66,,133.81,1,1,0,2,FIG3959
1543,Clint,Hester,Headbussa,Orthodox,,187.96,195.58,92.986,11,6,0,17,FIG1825
1544,Brandon,Hester,The Beast,,,185.42,,92.986,3,0,0,3,FIG3887
1545,Jimy,Hettes,The Kid,Southpaw,,175.26,180.34,65.771,11,3,0,14,FIG2298
1546,Conor,Heun,Hurricane,Orthodox,,177.8,,70.307,9,5,0,14,FIG2297
1547,Marcus,Hicks,The Wrecking Ball,Southpaw,,167.64000000000001,162.56,70.307,10,4,0,14,FIG2296
1548,Jay,Hieron,The Thoroughbred,Orthodox,,182.88,190.5,77.111,23,7,0,30,FIG0579
1549,Brady,Hiestand,,Orthodox,,172.72,180.34,61.235,8,2,0,10,FIG2926
1550,Lee,Higgins,,,,,,70.307,2,1,0,3,FIG3868
1551,Jason,High,The Kansas City Bandit,Southpaw,,172.72,185.42000000000002,70.307,21,6,0,27,FIG0831
1552,Richie,Hightower,The Dirty Samurai,Orthodox,,172.72,,77.111,8,4,0,12,FIG2741
1553,Alex,Higley,,,,177.8,,65.771,4,3,0,7,FIG3404
1554,Corey,Hill,,Orthodox,,193.04,203.2,70.307,6,9,0,15,FIG2170
1555,Isaiah,Hill,,,,177.8,,70.307,5,7,1,13,FIG2480
1556,Angela,Hill,Overkill,Orthodox,,160.02,162.56,52.163,15,13,0,28,FIG0687
1557,Tyler,Hill,,Switch,,190.5,,77.111,8,2,0,10,FIG2957
1558,Jamahal,Hill,Sweet Dreams,Southpaw,,193.04,200.66,92.986,12,1,0,13,FIG2478
1559,Kailan,Hill,,Southpaw,,185.42,195.58,83.915,4,1,0,5,FIG3761
1560,Branden Lee,Hinkle,The Iron Lion,Orthodox,,190.5,,106.594,17,11,0,28,FIG0709
1561,Hatsu,Hioki,,Orthodox,,180.34,185.42000000000002,65.771,29,10,2,41,FIG0222
1562,Alan,Hiro,Yamaniha,Orthodox,,165.1,,61.235,14,5,4,23,FIG1152
1563,Kuniyoshi,Hironaka,,Orthodox,,177.8,177.8,76.203,23,9,0,32,FIG0522
1564,Mizuto,Hirota,Pugnus,Orthodox,,170.18,170.18,70.307,18,10,2,30,FIG0587
1565,Yuji,Hisamatsu,,,,177.8,,83.915,16,22,6,44,FIG0183
1566,Kwan,Ho Kwak,,Switch,,165.1,,61.235,9,2,0,11,FIG2871
1567,Matt,Hobar,The Crowbar,Southpaw,,177.8,177.8,61.235,9,3,0,12,FIG2725
1568,Bobby,Hoffman,The Truth,Orthodox,,187.96,,111.13,36,10,1,47,FIG0127
1569,Chris,Hofmann,,Orthodox,,182.88,182.88,77.111,9,2,0,11,FIG2872
1570,Sam,Hoger,The Alaskan Assassin,Orthodox,,187.96,,92.986,10,4,0,14,FIG2344
1571,Andrew,Holbrook,,Southpaw,,180.34,177.8,70.307,12,3,0,15,FIG2172
1572,Sean,Holden,,,,177.8,,77.111,5,2,0,7,FIG3400
1573,Chris,Holdsworth,,,,180.34,,61.235,6,0,0,6,FIG3659
1574,Kevin,Holland,Trailblazer,Orthodox,,190.5,205.74,77.111,25,10,0,35,FIG0408
1575,Roger,Hollett,The Hulk,Orthodox,,180.34,,92.986,13,5,0,18,FIG1721
1576,Max,Holloway,Blessed,Orthodox,,180.34,175.26,65.771,25,7,0,32,FIG0503
1577,Gabrielle,Holloway,Gabanator,,,160.02,,65.771,6,5,0,11,FIG2873
1578,Jeremie,Holloway,Hit Em,,,182.88,,77.111,8,3,0,11,FIG2874
1579,Holly,Holm,The Preacher's Daughter,Southpaw,,172.72,175.26,61.235,15,7,0,22,FIG1202
1580,Rex,Holman,Big Dog,Southpaw,,190.5,,92.986,4,2,0,6,FIG3662
1581,Joseph,Holmes,Uglyman Joe,Orthodox,,193.04,203.2,83.915,8,4,0,12,FIG2714
1582,Kurt,Holobaugh,,Orthodox,,180.34,177.8,70.307,21,7,0,28,FIG0704
1583,Paddy,Holohan,The Hooligan,Orthodox,,177.8,175.26,56.699,12,2,1,15,FIG2173
1584,Ben,Holscher,The Teacher,,,180.34,,70.307,4,0,0,4,FIG3814
1585,Mark,Holst,Boots,Orthodox,,182.88,,70.307,12,6,0,18,FIG1724
1586,Scott,Holtzman,Hot Sauce,Orthodox,,175.26,175.26,70.307,14,6,0,20,FIG1512
1587,Sabah,Homasi,,Orthodox,,182.88,182.88,77.111,11,8,0,19,FIG1515
1588,Mark,Hominick,The Machine,Orthodox,,172.72,172.72,65.771,20,12,0,32,FIG0497
1589,Barb,Honchak,Little Warrior,Orthodox,,162.56,165.1,56.699,10,4,0,14,FIG2338
1590,Chris,Honeycutt,The Cutt,,,177.8,185.42000000000002,77.111,9,1,0,10,FIG2955
